"issue_time","plate","make","body_style","color","agency","violation_code","violation","fine"
"2115","CA","TOYO","PA","BL","1","8.06E+07","RED ZONE","$93"
"1636","CA","NISS","PA","WT","53","88.13B+","METER EXP.","$63"
"1318","CA","CHEV","PA","GN","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1733","CA","MERZ","PA","WT","53","88.13B+","METER EXP.","$63"
"1324","CA","HOND","MC","RD","56","88.13B+","METER EXP.","$63"
"47","CA","FORD","PA","SL","51","5204A-","DISPLAY OF TABS","$25"
"842","CA","BMW","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1203","CA","NISS","PA","WT","54","80.69C","PARKED OVER TIME LIM","$58"
"905","CA","BMW","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1246","CA","BMW","PA","WT","56","88.13B+","METER EXP.","$63"
"1331","CA","BMW","PA","BK","51","5204A-","DISPLAY OF TABS","$25"
"448","CA","FORD","PA","RD","55","80.69BS","NO PARK/STREET CLEAN","$73"
"747","CA","FORD","PA","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"552","CA","TOYT","PU","WT","51","80.56E4+","RED ZONE","$93"
"1421","CA","NISS","PA","GY","51","80.56E4+","RED ZONE","$93"
"2223","CA","HOND","VN","GY","54","8.06E+02","WHITE ZONE","$58"
"1829","CA","NISS","PA","GY","53","5200","DISPLAY OF PLATES","$25"
"1307","CA","TOYT","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"859","CA","NISS","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"955","CA","NISS","PA","BK","55","80.56E4+","RED ZONE","$93"
"834","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1605","CA","CHEV","PU","RD","51","88.13B+","METER EXP.","$63"
"1152","CA","CHEV","PA","SL","53","80.69AP+","NO STOP/STANDING","$93"
"648","CA","NISS","TK","BK","55","80.56E4+","RED ZONE","$93"
"1216","CA","NISS","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"919","CA","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1125","CA","FORD","PU","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1425","CA","MERZ","PA","BK","51","88.13B+","METER EXP.","$63"
"1512","CA","HOND","PA","SL","53","80.69C","PARKED OVER TIME LIM","$58"
"1853","CA","FORD","PA","WT","53","88.13B+","METER EXP.","$63"
"1836","CA","TOYT","PA","GY","53","88.13B+","METER EXP.","$63"
"1054","CA","MERC","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1119","CA","HOND","PA","WT","56","88.13B+","METER EXP.","$63"
"1437","CA","NISS","PA","RD","54","80.58L","PREFERENTIAL PARKING","$68"
"2055","CA","HOND","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1842","CA","NISS","PA","GY","56","88.13B+","METER EXP.","$63"
"1010","AZ","BMW","PA","SL","51","88.13B+","METER EXP.","$63"
"1734","CA","FORD","PA","SL","56","88.13B+","METER EXP.","$63"
"1941","CA","MERZ","PA","WT","56","88.13B+","METER EXP.","$63"
"1041","CA","HOND","PA","WT","53","88.13B+","METER EXP.","$63"
"1100","CA","TOYT","PA","BK","51","80.56E4+","RED ZONE","$93"
"1304","CA","HOND","PA","GY","51","88.13B+","METER EXP.","$63"
"1222","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1325","CA","TOYT","PA","SL","51","8.06E+02","WHITE ZONE","$58"
"1941","CA","FORD","VN","GN","55","5204A-","DISPLAY OF TABS","$25"
"1817","CA","BMW","PA","RD","54","80.58L","PREFERENTIAL PARKING","$68"
"1045","CA","TOYT","PA","WT","54","88.13B+","METER EXP.","$63"
"2150","CA","TOYT","PA","BK","54","5200","DISPLAY OF PLATES","$25"
"1338","CA","CHEV","PU","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1940","CA","NISS","PA","BL","56","8.06E+02","WHITE ZONE","$58"
"1724","CA","FORD","PA","BL","56","80.69C","PARKED OVER TIME LIM","$58"
"1124","CA","HOND","PA","WT","55","5200","DISPLAY OF PLATES","$25"
"2237","CA","TOYT","PA","BL","56","80.56E4+","RED ZONE","$93"
"1811","CA","CHEV","PU","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1704","CA","CHEV","PA","BL","56","80.56E4+","RED ZONE","$93"
"1320","CA","TOYT","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1118","CA","MERZ","PA","GY","54","88.13B+","METER EXP.","$63"
"1608","CA","HOND","PA","BL","54","80.69AP+","NO STOP/STANDING","$93"
"1237","CA","TOYT","PU","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"845","CA","HOND","PA","GY","57","5204A-","DISPLAY OF TABS","$25"
"1210","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"825","CA","FORD","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1017","CA","TOYT","PU","RD","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1215","CA","FORD","VN","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"834","CA","HOND","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1238","CA","BMW","PA","SL","56","88.13B+","METER EXP.","$63"
"852","CA","BMW","PA","WT","51","8.06E+02","WHITE ZONE","$58"
"1525","CA","HOND","PA","BK","56","88.13B+","METER EXP.","$63"
"1645","CA","TOYT","PA","GY","54","88.13B+","METER EXP.","$63"
"2340","CA","TOYT","PA","WT","54","8.06E+02","WHITE ZONE","$58"
"1143","CA","HOND","PA","SL","51","5204A-","DISPLAY OF TABS","$25"
"1936","CA","HOND","PA","WT","53","88.13B+","METER EXP.","$63"
"1845","CA","FORD","CM","WT","53","88.13B+","METER EXP.","$63"
"820","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"709","CA","MERZ","PA","BK","55","80.56E4+","RED ZONE","$93"
"1139","CA","FORD","TK","BL","51","80.69C","PARKED OVER TIME LIM","$58"
"830","CA","TOYT","PA","GN","51","8.06E+02","WHITE ZONE","$58"
"1139","CA","CHEV","PA","GY","56","88.13B+","METER EXP.","$63"
"1000","CA","FORD","PA","GY","53","88.13B+","METER EXP.","$63"
"1254","CA","CHEV","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1918","CA","BMW","PA","GY","51","5200","DISPLAY OF PLATES","$25"
"1235","VT","FORD","VN","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1031","CA","TOYT","PA","BL","53","80.56E4+","RED ZONE","$93"
"828","CA","HOND","PA","BL","53","5204A-","DISPLAY OF TABS","$25"
"1106","CA","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"1236","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"820","CA","TOYT","PA","GN","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1020","CA","TOYT","PA","BL","53","88.13B+","METER EXP.","$63"
"702","CA","TOYT","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"930","CA","MERZ","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"605","CA","HOND","PA","GN","55","5204A-","DISPLAY OF TABS","$25"
"1008","CA","HOND","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1605","CA","HOND","PA","BK","56","80.69AP+","NO STOP/STANDING","$93"
"1244","CA","BMW","PA","BK","53","88.13B+","METER EXP.","$63"
"1429","CA","NISS","PA","WT","51","88.13B+","METER EXP.","$63"
"1419","CA","TOYT","PA","GN","53","8.06E+02","WHITE ZONE","$58"
"1421","CA","HOND","PA","BK","54","88.13B+","METER EXP.","$63"
"1313","CA","TOYT","PU","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1952","CA","BMW","PA","BK","53","88.13B+","METER EXP.","$63"
"2111","CA","TOYT","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"1017","CA","TOYT","VN","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1034","CA","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1235","CA","FORD","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"849","CA","MERZ","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"838","NM","NISS","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"836","CA","CHEV","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2218","CA","HOND","PA","WT","54","8.06E+02","WHITE ZONE","$58"
"842","CA","NISS","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1226","CA","CHEV","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"820","CA","FORD","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"151","CA","TOYT","TK","SL","55","80.56E4+","RED ZONE","$93"
"1219","CA","NISS","PA","BK","51","88.13B+","METER EXP.","$63"
"1212","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1821","CA","HOND","PA","WT","53","88.13B+","METER EXP.","$63"
"1938","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"1945","KS","HOND","PA","WT","56","88.13B+","METER EXP.","$63"
"720","CA","FORD","PU","SL","54","5200","DISPLAY OF PLATES","$25"
"1858","NM","TOYT","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1426","CA","FORD","PA","SL","56","88.13B+","METER EXP.","$63"
"1413","CA","TOYT","PU","GY","55","88.13B+","METER EXP.","$63"
"832","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1657","CA","FORD","PA","BK","54","88.13B+","METER EXP.","$63"
"130","CA","CHEV","PA","SL","53","5204A-","DISPLAY OF TABS","$25"
"32","CA","CHEV","PU","RD","56","80.69AP+","NO STOP/STANDING","$93"
"1014","CA","MERZ","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2238","CA","NISS","PA","SL","56","8.06E+02","WHITE ZONE","$58"
"1449","CA","MERZ","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1251","CA","NISS","TK","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1225","CA","CHEV","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1350","CA","HOND","PA","RD","53","8.06E+02","WHITE ZONE","$58"
"916","CA","MERZ","PA","WT","51","5204A-","DISPLAY OF TABS","$25"
"1318","CA","TOYT","PA","GY","51","80.69C","PARKED OVER TIME LIM","$58"
"556","CA","FORD","PA","GY","56","5204A-","DISPLAY OF TABS","$25"
"421","CA","TOYT","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1010","CA","TOYT","TK","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1139","CA","TOYT","PA","BL","56","88.13B+","METER EXP.","$63"
"1019","CA","HOND","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1026","CA","FORD","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1112","CA","TOYT","PA","RD","54","88.13B+","METER EXP.","$63"
"1018","CA","NISS","PA","SL","54","5204A-","DISPLAY OF TABS","$25"
"1822","CA","HOND","PA","RD","56","88.13B+","METER EXP.","$63"
"157","CA","NISS","PA","WT","55","80.56E4+","RED ZONE","$93"
"1014","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1247","CA","BMW","PA","SL","54","80.69C","PARKED OVER TIME LIM","$58"
"1219","PA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1021","CA","CHEV","PA","BK","54","88.13B+","METER EXP.","$63"
"904","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1205","CA","TOYT","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"2326","UT","CHEV","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"2232","CA","NISS","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"805","CA","BMW","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"852","ON","MERZ","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"913","CA","FORD","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1233","IL","CHEV","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"953","CA","NISS","PA","RD","56","88.13B+","METER EXP.","$63"
"946","CA","CHEV","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"854","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"1055","CA","NISS","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"811","CA","TOYT","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1218","CA","FORD","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"822","CA","BMW","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1945","CA","TOYT","PA","BK","53","8.06E+02","WHITE ZONE","$58"
"1844","CA","HOND","PA","WT","56","88.13B+","METER EXP.","$63"
"856","CA","HOND","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1114","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"820","CA","NISS","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"215","CA","FORD","CM","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1307","CA","CHEV","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1118","CA","FORD","PA","GN","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1916","CA","TOYT","PA","BL","51","80.58L","PREFERENTIAL PARKING","$68"
"1316","CA","MERZ","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1139","CA","HOND","PA","WT","56","80.56E4+","RED ZONE","$93"
"1352","CA","TOYT","PA","GY","53","88.13B+","METER EXP.","$63"
"1814","CA","TOYT","PA","GY","51","88.13B+","METER EXP.","$63"
"806","CA","NISS","PA","BL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1233","CA","TOYT","PA","GN","55","80.69BS","NO PARK/STREET CLEAN","$73"
"821","OR","CHEV","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1625","CA","TOYT","PA","GY","56","80.56E4+","RED ZONE","$93"
"645","CA","HOND","PA","GY","51","80.58L","PREFERENTIAL PARKING","$68"
"1443","CA","TOYT","PA","GY","51","88.13B+","METER EXP.","$63"
"1611","CA","TOYT","PA","RD","56","88.13B+","METER EXP.","$63"
"1415","CA","TOYT","PA","SL","56","88.13B+","METER EXP.","$63"
"2222","CA","MERZ","PA","BL","53","80.58L","PREFERENTIAL PARKING","$68"
"1453","CA","MERZ","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"1121","CA","TOYT","PA","BL","56","80.56E4+","RED ZONE","$93"
"1923","CA","TOYT","PA","BL","54","80.58L","PREFERENTIAL PARKING","$68"
"1050","CA","FORD","PA","BK","51","80.69C","PARKED OVER TIME LIM","$58"
"1734","CA","HOND","PA","GY","53","88.13B+","METER EXP.","$63"
"1051","CA","MERZ","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1221","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1352","CA","BMW","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1220","MT","HOND","PA","GN","54","88.13B+","METER EXP.","$63"
"1751","CA","NISS","PA","GY","54","88.13B+","METER EXP.","$63"
"1243","CA","TOYT","PA","SL","54","80.56E4+","RED ZONE","$93"
"1659","CA","CHEV","PA","BK","53","88.13B+","METER EXP.","$63"
"830","CA","FORD","PA","WT","57","5204A-","DISPLAY OF TABS","$25"
"1034","CA","TOYT","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1215","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"836","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1343","CA","NISS","PA","BK","56","88.13B+","METER EXP.","$63"
"1102","CA","TOYT","PA","RD","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1236","CA","NISS","PU","WT","53","5204A-","DISPLAY OF TABS","$25"
"1333","CA","HOND","PA","WT","51","88.13B+","METER EXP.","$63"
"906","ID","TOYT","VN","GY","55","8.06E+02","WHITE ZONE","$58"
"1335","CA","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"828","CA","NISS","PA","GY","54","8.06E+02","WHITE ZONE","$58"
"822","CA","HOND","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"830","CA","HOND","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"642","CA","TOYT","PA","WT","54","8.06E+02","WHITE ZONE","$58"
"1438","CA","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"1229","CA","HOND","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1535","CA","NISS","PA","WT","53","88.13B+","METER EXP.","$63"
"1318","CA","HOND","PA","RD","51","80.69C","PARKED OVER TIME LIM","$58"
"1036","CA","FORD","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1234","CA","TOYT","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1341","CA","CHEV","PA","RD","56","88.13B+","METER EXP.","$63"
"855","CA","NISS","TK","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"803","CA","HOND","PA","BK","51","5204A-","DISPLAY OF TABS","$25"
"858","CA","MERZ","PA","BL","54","5204A-","DISPLAY OF TABS","$25"
"1016","CA","HOND","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1009","CA","TOYT","PA","WT","53","5200","DISPLAY OF PLATES","$25"
"1128","WA","TOYT","PA","GN","51","88.13B+","METER EXP.","$63"
"909","CA","HOND","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"1103","CA","FORD","PU","GY","56","80.69C","PARKED OVER TIME LIM","$58"
"1039","CA","HOND","PA","GN","56","80.69BS","NO PARK/STREET CLEAN","$73"
"826","CA","NISS","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1942","CA","HOND","PA","BK","56","5204A-","DISPLAY OF TABS","$25"
"1859","CA","NISS","PP","BK","56","80.56E4+","RED ZONE","$93"
"1212","CA","HOND","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1205","CA","FORD","PA","BK","56","88.13B+","METER EXP.","$63"
"1220","CA","NISS","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"953","FL","NISS","PA","WH","54","8.06E+07","RED ZONE","$93"
"1026","CA","CHEV","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1107","CA","TOYT","PA","GY","54","5204A-","DISPLAY OF TABS","$25"
"1101","CA","FORD","VN","WT","56","80.69C","PARKED OVER TIME LIM","$58"
"1301","CA","MERZ","PA","BK","53","88.13B+","METER EXP.","$63"
"1613","CA","FORD","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"1715","QU","BMW","MC","GY","51","88.13B+","METER EXP.","$63"
"132","CA","NISS","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1026","CA","TOYT","PA","RD","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1158","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"952","CA","CHEV","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1139","CA","FORD","PU","RD","51","5204A-","DISPLAY OF TABS","$25"
"1608","CA","TOYT","PA","GY","55","88.13B+","METER EXP.","$63"
"813","CO","HOND","PA","GN","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1144","CA","TOYT","PA","GY","54","88.13B+","METER EXP.","$63"
"1406","CA","FORD","PA","BK","56","88.13B+","METER EXP.","$63"
"1524","CA","HOND","PA","GN","56","88.13B+","METER EXP.","$63"
"808","CA","HOND","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1523","CA","HOND","PA","BL","54","80.56E4+","RED ZONE","$93"
"323","CA","HOND","PA","GY","51","80.58L","PREFERENTIAL PARKING","$68"
"139","CA","HOND","PA","RD","55","80.56E4+","RED ZONE","$93"
"1003","FL","MERZ","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1507","CA","MERZ","PA","SL","56","80.69AP+","NO STOP/STANDING","$93"
"1117","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"2312","CA","HOND","PA","WT","53","80.69AP+","NO STOP/STANDING","$93"
"38","CA","FORD","TK","WT","55","5204A-","DISPLAY OF TABS","$25"
"2205","CA","MERZ","PA","BK","53","80.56E4+","RED ZONE","$93"
"845","CA","HOND","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1545","CA","TOYT","PA","GY","51","80.58L","PREFERENTIAL PARKING","$68"
"1118","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1808","CA","HOND","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"852","CA","NISS","PA","GY","55","8069BS","NO PARK/STREET CLEAN","$73"
"1133","CA","CHEV","PA","SL","51","5204A-","DISPLAY OF TABS","$25"
"1008","CA","TOYT","PA","BK","51","5200","DISPLAY OF PLATES","$25"
"1045","CA","HOND","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1221","CA","NISS","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1214","CA","MERZ","PA","BK","51","88.13B+","METER EXP.","$63"
"1854","CA","NISS","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1728","CA","BMW","PA","SL","51","80.56E4+","RED ZONE","$93"
"1219","CA","MERZ","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"842","CA","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"1233","CA","FORD","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"2353","CA","MERZ","PA","GY","51","5204A-","DISPLAY OF TABS","$25"
"935","CA","HOND","PA","SL","56","88.13B+","METER EXP.","$63"
"1031","CA","TOYT","PA","SL","56","80.69AP+","NO STOP/STANDING","$93"
"809","CA","TOYT","PA","BL","54","5204A-","DISPLAY OF TABS","$25"
"1219","CA","HOND","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1613","CA","TOYT","PA","GY","53","80.69AP+","NO STOP/STANDING","$93"
"1520","CA","TOYT","PA","BK","53","88.13B+","METER EXP.","$63"
"1646","CA","BMW","PA","SL","51","88.13B+","METER EXP.","$63"
"1522","CA","MERZ","PA","WT","54","88.13B+","METER EXP.","$63"
"312","CA","HOND","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"1019","CA","FORD","TK","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"907","CA","FORD","PA","SL","51","5200","DISPLAY OF PLATES","$25"
"836","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1418","CA","TOYT","PA","GY","56","8.06E+02","WHITE ZONE","$58"
"1011","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1040","CA","BMW","PA","SL","54","88.13B+","METER EXP.","$63"
"406","CA","BMW","PA","GY","51","80.56E4+","RED ZONE","$93"
"1509","CA","BMW","PA","WT","51","80.58L","PREFERENTIAL PARKING","$68"
"1029","CA","HOND","PA","RD","53","80.58L","PREFERENTIAL PARKING","$68"
"1311","CA","HOND","PA","WT","54","80.69C","PARKED OVER TIME LIM","$58"
"1254","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"2309","CA","NISS","PA","GY","55","80.56E4+","RED ZONE","$93"
"948","CA","BMW","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1637","CA","CHEV","PA","WT","54","5200","DISPLAY OF PLATES","$25"
"835","CA","FORD","PA","SL","56","5204A-","DISPLAY OF TABS","$25"
"913","CA","BMW","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1046","CA","MERZ","PA","WT","51","80.56E4+","RED ZONE","$93"
"1312","CA","FORD","PA","GY","54","88.13B+","METER EXP.","$63"
"1059","CA","HOND","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"208","CA","HOND","PA","BK","51","5204A-","DISPLAY OF TABS","$25"
"837","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"846","CA","TOYT","PU","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1838","CA","BMW","PA","WT","55","88.13B+","METER EXP.","$63"
"1130","CA","HOND","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"837","CA","TOYT","PA","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1936","CA","BMW","PA","SL","51","5204A-","DISPLAY OF TABS","$25"
"2023","CA","TOYT","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"1343","CA","CHEV","PU","GY","51","88.13B+","METER EXP.","$63"
"1233","CA","TOYT","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"346","CA","TOYT","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"1918","CA","NISS","PA","WT","54","88.13B+","METER EXP.","$63"
"759","CA","CHEV","PU","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"824","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1246","CA","BMW","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1255","CA","FORD","PA","SL","56","5204A-","DISPLAY OF TABS","$25"
"1300","CA","FORD","PA","RD","56","88.13B+","METER EXP.","$63"
"847","CA","TOYT","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"901","CA","MERZ","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1248","CA","FORD","PA","BK","51","88.13B+","METER EXP.","$63"
"950","CA","HOND","PA","SL","56","88.13B+","METER EXP.","$63"
"211","CA","NISS","PA","BL","54","80.58L","PREFERENTIAL PARKING","$68"
"1238","CO","NISS","PA","GN","51","88.13B+","METER EXP.","$63"
"1057","CA","TOYT","PA","BL","55","88.13B+","METER EXP.","$63"
"2135","CA","HOND","PA","GY","53","80.56E4+","RED ZONE","$93"
"915","CA","CHEV","PA","BL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"843","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"820","CA","CHEV","VN","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1949","CA","TOYT","PA","BL","56","88.13B+","METER EXP.","$63"
"1110","CA","FORD","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1631","CA","TOYT","PA","GY","51","88.13B+","METER EXP.","$63"
"1219","CA","NISS","PU","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1644","CA","MERZ","PA","WT","54","88.13B+","METER EXP.","$63"
"2221","CA","FORD","PA","GY","51","80.58L","PREFERENTIAL PARKING","$68"
"1014","CA","NISS","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1247","CA","CHEV","VN","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1928","CA","FORD","PA","BL","54","88.13B+","METER EXP.","$63"
"1714","CA","MERZ","PA","GY","56","88.13B+","METER EXP.","$63"
"649","CA","NISS","VN","GY","53","8.06E+02","WHITE ZONE","$58"
"1650","CA","TOYT","PA","GY","54","80.69AP+","NO STOP/STANDING","$93"
"2134","CA","BMW","PA","RD","54","8.06E+02","WHITE ZONE","$58"
"1033","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
